,train,val,test
TCGA-EA-A439-01Z-00-DX1.0E3C5FDD-D68A-4B1C-A858-9F2ED2BF293F,True,False,False
TCGA-EA-A43B-01Z-00-DX1.4EC03006-C4D1-41E2-A003-99F816F21981,True,False,False
TCGA-EA-A44S-01Z-00-DX1.7AE8EECF-A35D-4111-990C-2819B20F79F6,True,False,False
TCGA-EA-A50E-01Z-00-DX1.47E4FA53-C268-4859-ADC3-82B4BDE6BEF1,True,False,False
TCGA-EA-A5FO-01Z-00-DX1.202FDE15-12C5-4AA6-B431-213BA1551866,True,False,False
TCGA-EA-A5O9-01Z-00-DX1.9694E52A-60A4-4044-90B5-64C11460CAD2,True,False,False
TCGA-EA-A5ZD-01Z-00-DX1.0F22F099-E562-4AF5-9DE9-46667A4B25B0,True,False,False
TCGA-EA-A6QX-01Z-00-DX1.2290FFB1-4195-4A70-8472-AE7F22A64FAA,True,False,False
TCGA-EA-A78R-01Z-00-DX1.B8A8BFEC-B584-4804-BF9B-08A377238482,True,False,False
TCGA-EX-A1H5-01Z-00-DX1.B82669F8-69A2-414F-872F-F51CF3B2E34A,True,False,False
TCGA-EX-A1H6-01Z-00-DX1.C7BFF24E-B6DD-41D9-BACF-CE64989FC10A,True,False,False
TCGA-EX-A3L1-01Z-00-DX1.F533D7B4-4E0C-48F0-B0E0-36F96006F4CC,True,False,False
TCGA-EX-A69L-01Z-00-DX1.7A625731-6D1B-4A86-A3EC-C449CF4D9590,True,False,False
TCGA-EX-A69M-01Z-00-DX1.D0875AD8-BB8D-4CED-BAE8-B54312297A53,True,False,False
TCGA-FU-A23K-01Z-00-DX1.DC2AFA87-14DE-456D-8900-52F91846EC96,True,False,False
TCGA-FU-A3EO-01Z-00-DX1.55528543-84AF-49EE-8986-6519F2BFF0E1,True,False,False
TCGA-FU-A3HY-01Z-00-DX1.246D4D7B-7656-431E-A9EA-336F9FADF36E,True,False,False
TCGA-FU-A3NI-01Z-00-DX1.C613997B-55E7-4B49-BF62-B961606B5CF2,True,False,False
TCGA-FU-A3TQ-01Z-00-DX1.8A9BD5E8-CBFF-4AFB-848C-6F44F8F46129,True,False,False
TCGA-FU-A3TX-01Z-00-DX1.EE303173-5102-4633-92AA-A4C18AB1D251,True,False,False
TCGA-FU-A3YQ-01Z-00-DX1.6ABB4FDF-5335-48DF-8B0B-B167E673D52B,True,False,False
TCGA-FU-A40J-01Z-00-DX1.E75FB5CE-00E2-4566-894E-566D73CF5DF0,True,False,False
TCGA-FU-A5XV-01Z-00-DX1.42E46204-02C8-4BD4-B14C-4A77895EECA5,True,False,False
TCGA-FU-A770-01Z-00-DX1.67C6E3B1-22BC-41C6-B841-2C01DF1D5071,True,False,False
TCGA-HG-A2PA-01Z-00-DX1.CA661EA3-16E7-4DA6-A791-193DCA5A819C,True,False,False
TCGA-HM-A3JJ-01Z-00-DX1.13577649-8FC2-474C-8402-CAF702270254,True,False,False
TCGA-HM-A3JK-01Z-00-DX1.D7DFD54D-DF9F-4279-A0FD-760290759C24,True,False,False
TCGA-HM-A4S6-01Z-00-DX1.B1F46381-4FBC-46D1-A8AA-729D136AB2ED,True,False,False
TCGA-IR-A3L7-01Z-00-DX1.BE6A5DA0-E30B-4D27-ADA3-26E99845D2F0,True,False,False
TCGA-IR-A3LB-01Z-00-DX1.E1DAA5F8-0906-4F6C-B241-E8144ADB50F5,True,False,False
TCGA-IR-A3LC-01Z-00-DX1.D5E87530-B079-4374-9DFE-4100CE6A4CDA,True,False,False
TCGA-IR-A3LF-01Z-00-DX1.ADFB9764-F018-47F5-B6BA-6EFF1079F88E,True,False,False
TCGA-IR-A3LH-01Z-00-DX1.38CF2E11-DE1E-4E24-964C-34861E76F9CC,True,False,False
TCGA-IR-A3LI-01Z-00-DX1.D8DFF41A-2F52-416D-99A6-241EEEB42B7A,True,False,False
TCGA-JW-A5VG-01Z-00-DX1.59D9AE20-FE48-44E4-B139-91BF9FD3CBD1,True,False,False
TCGA-JW-A5VK-01Z-00-DX1.828A50C3-1C95-4552-8C37-CA9556DF4B94,True,False,False
TCGA-JW-A5VL-01Z-00-DX1.93E521AE-1E55-4FBF-A298-78C08ABCB076,True,False,False
TCGA-JW-A69B-01Z-00-DX1.1C01BC3B-4DC2-4589-8940-10DFCCB2CF22,True,False,False
TCGA-JX-A3PZ-01Z-00-DX1.B5104E52-828E-49E1-9467-AC506EC5D551,True,False,False
TCGA-JX-A3Q0-01Z-00-DX1.F848EB8C-256B-4205-B34A-9461E16F6744,True,False,False
TCGA-LP-A4AU-01Z-00-DX1.6E74590D-7AE0-451B-A340-D6C0B1C46E05,True,False,False
TCGA-LP-A4AV-01Z-00-DX1.42D4222F-9534-48B5-8478-2BA6E25F32BA,True,False,False
TCGA-LP-A4AX-01Z-00-DX1.63D0B7FC-8A6C-40F8-95A4-1F5D9C6FB5D2,True,False,False
TCGA-LP-A5U2-01Z-00-DX1.5D32288C-4472-4B5A-B3F6-93D31A8E6E52,True,False,False
TCGA-LP-A5U3-01Z-00-DX1.709B6010-A1E5-48DF-A994-40816B1825FC,True,False,False
TCGA-MU-A5YI-01Z-00-DX1.9A120E91-4345-45D5-BF51-C2D6F9612632,True,False,False
TCGA-MY-A5BD-01Z-00-DX1.E7DFAEEE-649B-47F5-A9E0-F0EE85680E45,True,False,False
TCGA-Q1-A5R1-01Z-00-DX1.25DCB2F6-6F57-4D78-A801-38910AFF6564,True,False,False
TCGA-Q1-A5R3-01Z-00-DX1.8A313239-8F5E-4F78-BBB5-640BF6079FF2,True,False,False
TCGA-Q1-A6DT-01Z-00-DX1.4790D582-87FA-4684-AA0B-81C294FBF522,True,False,False
TCGA-Q1-A6DV-01Z-00-DX1.A31CD86F-703A-462F-8608-E7729607A325,True,False,False
TCGA-Q1-A6DW-01Z-00-DX1.5F92312A-1AAF-419F-9D1A-196A6C0D5337,True,False,False
TCGA-Q1-A73O-01Z-00-DX1.305629EA-C987-4464-A4AD-730DFEB6CD0C,True,False,False
TCGA-Q1-A73Q-01Z-00-DX1.E39029C5-48EE-466B-A11B-B884A83250F5,True,False,False
TCGA-Q1-A73R-01Z-00-DX1.1BF1893C-AC21-4FB2-A568-F71B75350374,True,False,False
TCGA-Q1-A73S-01Z-00-DX1.D74CFF58-A032-45D2-98FA-4B4D9AB90069,True,False,False
TCGA-RA-A741-01Z-00-DX1.E14092BA-D4CE-4AD6-ACD7-D463D7C4DE71,True,False,False
TCGA-IR-A3LA-01Z-00-DX1.D468114A-B28D-4F61-9582-2D0FC9BDA922,False,True,False
TCGA-C5-A1MF-01Z-00-DX1.8C787217-8C11-4296-A955-45DA0B17C2BA,False,True,False
TCGA-LP-A4AW-01Z-00-DX1.EBEB0F74-3F52-4A55-8633-08B3DBA3D731,False,True,False
TCGA-Q1-A73P-01Z-00-DX1.2E8DD02B-4F5D-4E13-91DB-D9E2373B645F,False,True,False
TCGA-EA-A5ZE-01Z-00-DX1.A448B9F5-E8DB-453A-BC88-4797A6DE9860,False,True,False
TCGA-C5-A1MH-01Z-00-DX1.3DCE5241-5E79-4FCB-9D98-063F7121CE8D,False,True,False
TCGA-MU-A51Y-01Z-00-DX1.EC146E16-85BA-4817-A2BE-37BDE4349B5C,False,True,False
TCGA-C5-A2LV-01Z-00-DX1.B8C938D3-FCD8-43C9-8520-6645875FCD30,False,True,False
TCGA-C5-A1M8-01Z-00-DX1.E4AA52E6-AC3E-406E-A8FC-66EAD770AA59,False,True,False
TCGA-C5-A2LX-01Z-00-DX1.6029EAB9-19ED-46AC-BF9A-1754D39E76E9,False,True,False
TCGA-IR-A3LL-01Z-00-DX1.FBAC6F9B-CFA0-45F6-BBDD-10D69D5DB975,False,True,False
TCGA-C5-A3HF-01Z-00-DX1.2E520845-B9F6-4E56-80C8-2742DE6DF22B,False,True,False
TCGA-EA-A3QE-01Z-00-DX1.7BCDA7C3-5A22-450D-AE15-7D5E79CC87DA,False,True,False
TCGA-FU-A3WB-01Z-00-DX1.692AD3D1-6605-46CC-A899-48E952C6F80A,False,True,False
TCGA-EA-A5ZF-01Z-00-DX1.DEEAB916-6C01-46A5-9B20-B07C0C30F349,False,True,False
TCGA-HM-A6W2-01Z-00-DX1.462A81C4-C865-4617-A1F0-5A4EDA176A61,False,False,True
TCGA-HM-A6W2-01Z-00-DX2.DD08024A-D7A2-4730-96CA-2D494AA90D2F,False,False,True
TCGA-C5-A2LY-01Z-00-DX1.14B39C98-A637-44DB-93F3-7904A7F08182,False,False,True
TCGA-MY-A5BF-01Z-00-DX2.B9688F0E-42A9-4328-BB22-6446636EFF0F,False,False,True
TCGA-MY-A5BF-01Z-00-DX1.EBA36CA2-14D7-45C5-BE6D-FF35B69079FF,False,False,True
TCGA-MY-A5BF-01Z-00-DX3.CF669DE8-217E-47A6-839F-ABE9657BA566,False,False,True
TCGA-MY-A5BF-01Z-00-DX4.48F35F8C-450B-4851-95D0-642B2A700671,False,False,True
TCGA-IR-A3LK-01Z-00-DX1.5BD14F93-80DE-47A5-9582-611BA43D81B3,False,False,True
TCGA-DS-A0VK-01Z-00-DX1.E400810B-7164-4D56-9615-17965C2EEDE2,False,False,True
TCGA-MY-A5BE-01Z-00-DX3.6DA5EAD4-BB7C-42ED-BE81-CEF2FAE7A11C,False,False,True
TCGA-MY-A5BE-01Z-00-DX1.C345ACDE-83AF-4EB1-9B4C-EBA16F89CB9F,False,False,True
TCGA-MY-A5BE-01Z-00-DX4.FEB6720A-6D9C-4EE7-9251-1BE636EA5269,False,False,True
TCGA-MY-A5BE-01Z-00-DX2.7152FFD0-9DD2-4B1A-AADC-8C00B156EBE0,False,False,True
TCGA-C5-A1M7-01Z-00-DX1.5E02FF3D-8955-4747-A355-A39BBECE42B0,False,False,True
TCGA-FU-A23L-01Z-00-DX1.8E5867F8-C381-443A-9FDB-1BA352CCCBAE,False,False,True
TCGA-FU-A2QG-01Z-00-DX1.C3250B28-88A1-4EEC-9854-22FA371DB9AA,False,False,True
TCGA-DG-A2KJ-01Z-00-DX1.3BAFB571-9A8B-4757-ABAD-7C44E2FA36AF,False,False,True
TCGA-JX-A5QV-01Z-00-DX1.90769414-2C5C-4BAA-A432-9FC0A15EEF5A,False,False,True
TCGA-BI-A0VS-01Z-00-DX1.C1E1F2D2-4F9F-42A2-914F-75ED20A1DB61,False,False,True
TCGA-JX-A3Q8-01Z-00-DX1.4995F70C-BDBE-4435-B57B-C6ACC27B0E91,False,False,True
TCGA-Q1-A5R2-01Z-00-DX1.FED4C720-A758-4C81-ABC0-48B9F995506A,False,False,True
TCGA-LP-A7HU-01Z-00-DX1.AE8E0ECD-C300-4260-A418-F86EED790E0F,False,False,True
