,train,val,test
C3N-02695-22,False,True,False
C3N-02695-24,False,True,False
C3N-04273-21,False,True,False
C3N-04273-23,False,True,False
C3N-04273-25,False,True,False
C3N-00204-21,False,True,False
C3N-00204-22,False,True,False
C3N-00204-23,False,True,False
C3N-00204-24,False,True,False
C3N-00204-26,False,True,False
C3N-00204-27,False,True,False
C3N-01945-21,False,True,False
C3N-01945-24,False,True,False
C3N-01945-25,False,True,False
C3N-03013-21,False,True,False
C3N-03013-23,False,True,False
C3N-04152-21,False,False,True
C3N-04152-22,False,False,True
C3N-04152-23,False,False,True
C3N-04152-26,False,False,True
C3L-03378-24,False,False,True
C3L-03378-25,False,False,True
C3N-04279-21,False,False,True
C3N-04279-25,False,False,True
C3N-03612-21,False,False,True
C3N-03612-22,False,False,True
C3N-03612-23,False,False,True
C3N-03612-26,False,False,True
C3N-03889-21,False,False,True
C3N-03889-22,False,False,True
C3N-03889-23,False,False,True
C3N-03889-26,False,False,True
C3L-01138-21,False,False,True
C3L-01138-26,False,False,True
C3L-00995-21,False,False,True
C3L-00995-22,False,False,True
C3L-00995-23,False,False,True
C3L-00995-24,False,False,True
C3L-00995-26,False,False,True
C3L-00995-27,False,False,True
C3L-02621-21,False,False,True
C3L-02621-22,False,False,True
C3L-02621-23,False,False,True
C3L-02621-24,False,False,True
C3L-02621-25,False,False,True
C3L-02621-26,False,False,True
C3L-02621-27,False,False,True
C3L-02621-28,False,False,True
C3N-00871-21,False,False,True
C3N-00871-22,False,False,True
C3N-00871-25,False,False,True
C3L-00997-21,False,False,True
C3L-00997-24,False,False,True
C3L-00997-27,False,False,True
C3N-00822-21,False,False,True
C3N-00822-22,False,False,True
C3N-00822-25,False,False,True
