,train,val,test
10,TCGA-C5-A2LX-01Z-00-DX1.6029EAB9-19ED-46AC-BF9A-1754D39E76E9,TCGA-Q1-A5R3-01Z-00-DX1.8A313239-8F5E-4F78-BBB5-640BF6079FF2,TCGA-IR-A3L7-01Z-00-DX1.BE6A5DA0-E30B-4D27-ADA3-26E99845D2F0
11,TCGA-C5-A2LZ-01Z-00-DX1.D5CB77BD-EDA8-4D2E-8041-DFB946A131C1,TCGA-C5-A1MI-01Z-00-DX1.93D2D53E-C990-4CEE-AF61-A841A3798A74,TCGA-EA-A5ZF-01Z-00-DX1.DEEAB916-6C01-46A5-9B20-B07C0C30F349
12,TCGA-C5-A2M1-01Z-00-DX1.E03FE8EC-002B-4673-ACC5-A32F1CA94A98,TCGA-C5-A1BQ-01Z-00-DX1.72164F1F-956F-4C46-A7B7-CBF8DBEC2E56,TCGA-C5-A7CG-01Z-00-DX1.42D2FD26-D8ED-49DA-AEF0-FCAD9DB6B4BD
13,TCGA-C5-A2M2-01Z-00-DX1.145589C8-870A-49BD-BC54-A8951E2DEDE3,TCGA-C5-A2LT-01Z-00-DX1.3976C725-D766-468F-92BF-789D5280C11B,TCGA-Q1-A73Q-01Z-00-DX1.E39029C5-48EE-466B-A11B-B884A83250F5
14,TCGA-C5-A3HD-01Z-00-DX1.11EECACD-371A-4B16-A21A-8E2A2258D3A9,TCGA-EA-A410-01Z-00-DX1.40217EF9-3F9A-4669-A78E-AC851F62E532,TCGA-HM-A6W2-01Z-00-DX1.462A81C4-C865-4617-A1F0-5A4EDA176A61
15,TCGA-C5-A3HL-01Z-00-DX1.324403AE-C1AC-4562-9EC8-9F4287C03FA1,,TCGA-HM-A6W2-01Z-00-DX2.DD08024A-D7A2-4730-96CA-2D494AA90D2F
16,TCGA-C5-A7CH-01Z-00-DX1.135C076E-0B56-415F-9693-74730157730F,,
17,TCGA-C5-A7CK-01Z-00-DX1.F2C3A27B-494E-491F-9E3B-B91B20E50C6C,,
18,TCGA-C5-A7CL-01Z-00-DX1.AF88B99D-C1BB-489F-BAD4-F65119B1938F,,
19,TCGA-DG-A2KK-01Z-00-DX1.248D92C3-AD5B-4F3C-AE5C-6F8C70C7AE87,,
20,TCGA-DG-A2KL-01Z-00-DX1.BB898567-DB9E-45B3-BFF2-EE4EC2B4B5BC,,
21,TCGA-DG-A2KM-01Z-00-DX1.58F88374-0268-4314-B75D-BF04DA186995,,
22,TCGA-DR-A0ZL-01Z-00-DX1.C11BCD07-A8F4-4F1D-9AE2-5A118E8AE95C,,
23,TCGA-DS-A0VM-01Z-00-DX2.02913549-89AB-4963-BED2-3E0D8AE414E7,,
24,TCGA-DS-A0VM-01Z-00-DX1.9F3A1D5D-297F-42ED-BAB3-AD272B9D3F93,,
25,TCGA-EA-A1QT-01Z-00-DX1.3CF9DD48-AC8F-4DE1-A155-5F2DE5A58976,,
26,TCGA-EA-A3HQ-01Z-00-DX1.13225BE1-091D-41DA-8B4D-C91B1A0CC9D6,,
27,TCGA-EA-A3HT-01Z-00-DX1.6B374081-2ECB-4973-8AE7-BF8FA9F00BBC,,
28,TCGA-EA-A3HU-01Z-00-DX1.74B5BF15-FB92-4426-99F3-C3D58CD9FE18,,
29,TCGA-EA-A3QD-01Z-00-DX1.247BDFE4-6352-4531-83CC-D30D5945CAE2,,
30,TCGA-EA-A3QE-01Z-00-DX1.7BCDA7C3-5A22-450D-AE15-7D5E79CC87DA,,
31,TCGA-EA-A43B-01Z-00-DX1.4EC03006-C4D1-41E2-A003-99F816F21981,,
32,TCGA-EA-A44S-01Z-00-DX1.7AE8EECF-A35D-4111-990C-2819B20F79F6,,
33,TCGA-EA-A50E-01Z-00-DX1.47E4FA53-C268-4859-ADC3-82B4BDE6BEF1,,
34,TCGA-EA-A5O9-01Z-00-DX1.9694E52A-60A4-4044-90B5-64C11460CAD2,,
35,TCGA-EX-A1H6-01Z-00-DX1.C7BFF24E-B6DD-41D9-BACF-CE64989FC10A,,
36,TCGA-EX-A69L-01Z-00-DX1.7A625731-6D1B-4A86-A3EC-C449CF4D9590,,
37,TCGA-FU-A2QG-01Z-00-DX1.C3250B28-88A1-4EEC-9854-22FA371DB9AA,,
38,TCGA-FU-A3EO-01Z-00-DX1.55528543-84AF-49EE-8986-6519F2BFF0E1,,
39,TCGA-FU-A3HY-01Z-00-DX1.246D4D7B-7656-431E-A9EA-336F9FADF36E,,
40,TCGA-FU-A3NI-01Z-00-DX1.C613997B-55E7-4B49-BF62-B961606B5CF2,,
41,TCGA-FU-A3TQ-01Z-00-DX1.8A9BD5E8-CBFF-4AFB-848C-6F44F8F46129,,
42,TCGA-FU-A3WB-01Z-00-DX1.692AD3D1-6605-46CC-A899-48E952C6F80A,,
43,TCGA-FU-A3YQ-01Z-00-DX1.6ABB4FDF-5335-48DF-8B0B-B167E673D52B,,
44,TCGA-FU-A40J-01Z-00-DX1.E75FB5CE-00E2-4566-894E-566D73CF5DF0,,
45,TCGA-FU-A770-01Z-00-DX1.67C6E3B1-22BC-41C6-B841-2C01DF1D5071,,
46,TCGA-HG-A2PA-01Z-00-DX1.CA661EA3-16E7-4DA6-A791-193DCA5A819C,,
47,TCGA-HM-A3JJ-01Z-00-DX1.13577649-8FC2-474C-8402-CAF702270254,,
48,TCGA-HM-A4S6-01Z-00-DX1.B1F46381-4FBC-46D1-A8AA-729D136AB2ED,,
49,TCGA-IR-A3LC-01Z-00-DX1.D5E87530-B079-4374-9DFE-4100CE6A4CDA,,
50,TCGA-IR-A3LF-01Z-00-DX1.ADFB9764-F018-47F5-B6BA-6EFF1079F88E,,
51,TCGA-IR-A3LI-01Z-00-DX1.D8DFF41A-2F52-416D-99A6-241EEEB42B7A,,
52,TCGA-IR-A3LL-01Z-00-DX1.FBAC6F9B-CFA0-45F6-BBDD-10D69D5DB975,,
53,TCGA-JW-A5VK-01Z-00-DX1.828A50C3-1C95-4552-8C37-CA9556DF4B94,,
54,TCGA-JW-A69B-01Z-00-DX1.1C01BC3B-4DC2-4589-8940-10DFCCB2CF22,,
55,TCGA-JX-A5QV-01Z-00-DX1.90769414-2C5C-4BAA-A432-9FC0A15EEF5A,,
56,TCGA-LP-A4AW-01Z-00-DX1.EBEB0F74-3F52-4A55-8633-08B3DBA3D731,,
57,TCGA-LP-A4AX-01Z-00-DX1.63D0B7FC-8A6C-40F8-95A4-1F5D9C6FB5D2,,
58,TCGA-LP-A5U2-01Z-00-DX1.5D32288C-4472-4B5A-B3F6-93D31A8E6E52,,
59,TCGA-LP-A5U3-01Z-00-DX1.709B6010-A1E5-48DF-A994-40816B1825FC,,
60,TCGA-MU-A51Y-01Z-00-DX1.EC146E16-85BA-4817-A2BE-37BDE4349B5C,,
61,TCGA-MU-A5YI-01Z-00-DX1.9A120E91-4345-45D5-BF51-C2D6F9612632,,
62,TCGA-MY-A5BD-01Z-00-DX1.E7DFAEEE-649B-47F5-A9E0-F0EE85680E45,,
63,TCGA-MY-A5BE-01Z-00-DX3.6DA5EAD4-BB7C-42ED-BE81-CEF2FAE7A11C,,
64,TCGA-MY-A5BE-01Z-00-DX1.C345ACDE-83AF-4EB1-9B4C-EBA16F89CB9F,,
65,TCGA-MY-A5BE-01Z-00-DX4.FEB6720A-6D9C-4EE7-9251-1BE636EA5269,,
66,TCGA-MY-A5BE-01Z-00-DX2.7152FFD0-9DD2-4B1A-AADC-8C00B156EBE0,,
67,TCGA-MY-A5BF-01Z-00-DX2.B9688F0E-42A9-4328-BB22-6446636EFF0F,,
68,TCGA-MY-A5BF-01Z-00-DX1.EBA36CA2-14D7-45C5-BE6D-FF35B69079FF,,
69,TCGA-MY-A5BF-01Z-00-DX3.CF669DE8-217E-47A6-839F-ABE9657BA566,,
70,TCGA-MY-A5BF-01Z-00-DX4.48F35F8C-450B-4851-95D0-642B2A700671,,
71,TCGA-Q1-A5R1-01Z-00-DX1.25DCB2F6-6F57-4D78-A801-38910AFF6564,,
72,TCGA-Q1-A5R2-01Z-00-DX1.FED4C720-A758-4C81-ABC0-48B9F995506A,,
73,TCGA-Q1-A6DT-01Z-00-DX1.4790D582-87FA-4684-AA0B-81C294FBF522,,
74,TCGA-Q1-A6DW-01Z-00-DX1.5F92312A-1AAF-419F-9D1A-196A6C0D5337,,
75,TCGA-Q1-A73R-01Z-00-DX1.1BF1893C-AC21-4FB2-A568-F71B75350374,,
76,TCGA-RA-A741-01Z-00-DX1.E14092BA-D4CE-4AD6-ACD7-D463D7C4DE71,,
77,TCGA-C5-A1BF-01Z-00-DX1.293186DB-FB68-4C45-91FC-5C0A789B1D2D,,
78,TCGA-C5-A1BN-01Z-00-DX1.75ED1BD9-C458-42D3-8A98-8FE41BB9CC2E,,
79,TCGA-C5-A1M6-01Z-00-DX1.13F7405D-AD0E-4A1C-9DF4-00DC90756D28,,
80,TCGA-C5-A1M7-01Z-00-DX1.5E02FF3D-8955-4747-A355-A39BBECE42B0,,
81,TCGA-C5-A1ME-01Z-00-DX1.44645529-F452-49AD-8044-0C43DDBAE774,,
82,TCGA-C5-A1MF-01Z-00-DX1.8C787217-8C11-4296-A955-45DA0B17C2BA,,
83,TCGA-C5-A1MJ-01Z-00-DX1.727E1B5B-6DBE-4D79-B8D9-0C6C9BFA3204,,
84,TCGA-C5-A3HE-01Z-00-DX1.9792538B-1DA9-41F0-B1F3-5C13B23AA7E0,,
85,TCGA-C5-A3HF-01Z-00-DX1.2E520845-B9F6-4E56-80C8-2742DE6DF22B,,
86,TCGA-C5-A7CM-01Z-00-DX1.A1886113-2505-4EE3-8170-389AB304EE6C,,
87,TCGA-DG-A2KH-01Z-00-DX1.A223508A-D3EE-4EB0-9578-C8926FF625E3,,
88,TCGA-DG-A2KJ-01Z-00-DX1.3BAFB571-9A8B-4757-ABAD-7C44E2FA36AF,,
89,TCGA-EA-A3Y4-01Z-00-DX1.05FCBE75-3B24-4905-96D7-E9676EF69003,,
90,TCGA-EA-A439-01Z-00-DX1.0E3C5FDD-D68A-4B1C-A858-9F2ED2BF293F,,
91,TCGA-EX-A3L1-01Z-00-DX1.F533D7B4-4E0C-48F0-B0E0-36F96006F4CC,,
92,TCGA-FU-A23K-01Z-00-DX1.DC2AFA87-14DE-456D-8900-52F91846EC96,,
93,TCGA-FU-A3TX-01Z-00-DX1.EE303173-5102-4633-92AA-A4C18AB1D251,,
94,TCGA-FU-A5XV-01Z-00-DX1.42E46204-02C8-4BD4-B14C-4A77895EECA5,,
95,TCGA-IR-A3LB-01Z-00-DX1.E1DAA5F8-0906-4F6C-B241-E8144ADB50F5,,
96,TCGA-IR-A3LH-01Z-00-DX1.38CF2E11-DE1E-4E24-964C-34861E76F9CC,,
97,TCGA-JX-A3PZ-01Z-00-DX1.B5104E52-828E-49E1-9467-AC506EC5D551,,
98,TCGA-LP-A4AU-01Z-00-DX1.6E74590D-7AE0-451B-A340-D6C0B1C46E05,,
99,TCGA-Q1-A73O-01Z-00-DX1.305629EA-C987-4464-A4AD-730DFEB6CD0C,,
100,TCGA-Q1-A73P-01Z-00-DX1.2E8DD02B-4F5D-4E13-91DB-D9E2373B645F,,
101,TCGA-Q1-A73S-01Z-00-DX1.D74CFF58-A032-45D2-98FA-4B4D9AB90069,,
102,TCGA-C5-A1M5-01Z-00-DX1.37D62003-2428-42E7-8396-72C3C04F7E68,,
103,TCGA-C5-A1MK-01Z-00-DX1.2C5781B3-C7E1-46CE-8853-E99497A60571,,
104,TCGA-DS-A3LQ-01Z-00-DX1.14D94FE2-60A6-49FD-8E8E-325C2C39B550,,
105,TCGA-EA-A1QS-01Z-00-DX1.7BB98DFE-C3C5-459A-BEE8-6ECCEC27B223,,
106,TCGA-EA-A3HR-01Z-00-DX1.E3ED09EE-1667-42DD-A1F5-F430CE9A2A25,,
107,TCGA-EA-A5ZD-01Z-00-DX1.0F22F099-E562-4AF5-9DE9-46667A4B25B0,,
108,TCGA-EA-A5ZE-01Z-00-DX1.A448B9F5-E8DB-453A-BC88-4797A6DE9860,,
109,TCGA-EA-A6QX-01Z-00-DX1.2290FFB1-4195-4A70-8472-AE7F22A64FAA,,
110,TCGA-EA-A78R-01Z-00-DX1.B8A8BFEC-B584-4804-BF9B-08A377238482,,
111,TCGA-EX-A69M-01Z-00-DX1.D0875AD8-BB8D-4CED-BAE8-B54312297A53,,
112,TCGA-HM-A3JK-01Z-00-DX1.D7DFD54D-DF9F-4279-A0FD-760290759C24,,
113,TCGA-IR-A3LK-01Z-00-DX1.5BD14F93-80DE-47A5-9582-611BA43D81B3,,
114,TCGA-JW-A5VG-01Z-00-DX1.59D9AE20-FE48-44E4-B139-91BF9FD3CBD1,,
115,TCGA-JX-A3Q0-01Z-00-DX1.F848EB8C-256B-4205-B34A-9461E16F6744,,
116,TCGA-LP-A4AV-01Z-00-DX1.42D4222F-9534-48B5-8478-2BA6E25F32BA,,
117,TCGA-DR-A0ZM-01Z-00-DX1.74DA4FCA-3876-4C06-85B9-D20456B89903,,
118,TCGA-EA-A4BA-01Z-00-DX1.7EB090B2-E79E-417F-A871-247353679D7B,,
119,TCGA-EA-A556-01Z-00-DX1.08D384ED-C0AF-429B-8E7E-0B2BEAB2E90A,,
120,TCGA-FU-A57G-01Z-00-DX1.3007337B-A044-4831-B957-F8740E9ACB4E,,
121,TCGA-IR-A3LA-01Z-00-DX1.D468114A-B28D-4F61-9582-2D0FC9BDA922,,
122,TCGA-JW-A5VH-01Z-00-DX1.1A81423C-5E6B-4766-947B-E7E32A7CDBA6,,
