,train,val,test
111,C3N-00498-23,,
112,C3N-00498-24,,
113,C3N-00498-25,,
114,C3N-00519-21,,
115,C3N-00519-22,,
116,C3N-00519-23,,
117,C3N-00519-24,,
118,C3N-00519-25,,
119,C3N-00822-21,,
120,C3N-00822-22,,
121,C3N-00822-25,,
122,C3N-00825-23,,
123,C3N-00825-24,,
124,C3N-00825-25,,
125,C3N-00828-21,,
126,C3N-00828-22,,
127,C3N-00828-23,,
128,C3N-00828-24,,
129,C3N-00828-25,,
130,C3N-00829-21,,
131,C3N-00829-22,,
132,C3N-00829-23,,
133,C3N-00829-24,,
134,C3N-00829-25,,
135,C3N-00846-21,,
136,C3N-00846-22,,
137,C3N-00846-23,,
138,C3N-00846-26,,
139,C3N-00857-21,,
140,C3N-00857-22,,
141,C3N-00857-25,,
142,C3N-00871-21,,
143,C3N-00871-22,,
144,C3N-00871-25,,
145,C3N-01337-24,,
146,C3N-01337-25,,
147,C3N-01337-26,,
148,C3N-01338-21,,
149,C3N-01338-22,,
150,C3N-01338-25,,
151,C3N-01339-21,,
152,C3N-01339-22,,
153,C3N-01339-25,,
154,C3N-01620-21,,
155,C3N-01620-23,,
156,C3N-01620-25,,
157,C3N-01643-23,,
158,C3N-01643-24,,
159,C3N-01752-21,,
160,C3N-01752-22,,
161,C3N-01754-21,,
162,C3N-01754-22,,
163,C3N-01754-23,,
164,C3N-01754-24,,
165,C3N-01754-25,,
166,C3N-01755-21,,
167,C3N-01755-22,,
168,C3N-01755-23,,
169,C3N-01858-21,,
170,C3N-01858-22,,
171,C3N-01858-25,,
172,C3N-01859-21,,
173,C3N-01859-24,,
174,C3N-01944-21,,
175,C3N-01944-24,,
176,C3N-01945-21,,
177,C3N-01945-24,,
178,C3N-01945-25,,
179,C3N-01946-21,,
180,C3N-01946-24,,
181,C3N-01947-22,,
182,C3N-01947-25,,
183,C3N-01948-21,,
184,C3N-01948-23,,
185,C3N-01948-24,,
186,C3N-02275-22,,
187,C3N-02275-23,,
188,C3N-02275-24,,
189,C3N-02279-21,,
190,C3N-02279-25,,
191,C3N-02333-21,,
192,C3N-02333-22,,
193,C3N-02333-23,,
194,C3N-02333-26,,
195,C3N-02694-22,,
196,C3N-02694-23,,
197,C3N-02700-21,,
198,C3N-02700-22,,
199,C3N-02700-23,,
200,C3N-02700-26,,
201,C3N-02713-21,,
202,C3N-02713-22,,
203,C3N-02713-23,,
204,C3N-02713-26,,
205,C3N-02714-21,,
206,C3N-02714-22,,
207,C3N-02714-23,,
208,C3N-02714-26,,
209,C3N-02716-21,,
210,C3N-02716-22,,
211,C3N-02716-23,,
212,C3N-02727-21,,
213,C3N-02727-22,,
214,C3N-02727-23,,
215,C3N-02727-26,,
216,C3N-02730-21,,
217,C3N-02730-22,,
218,C3N-02730-23,,
219,C3N-03008-21,,
220,C3N-03008-23,,
221,C3N-03009-21,,
222,C3N-03009-23,,
223,C3N-03009-25,,
224,C3N-03013-21,,
225,C3N-03013-23,,
226,C3N-03015-21,,
227,C3N-03015-22,,
228,C3N-03027-21,,
229,C3N-03027-23,,
230,C3N-03028-21,,
231,C3N-03028-24,,
232,C3N-03045-21,,
233,C3N-03045-22,,
234,C3N-03226-21,,
235,C3N-03226-22,,
236,C3N-03226-23,,
237,C3N-03226-26,,
238,C3N-03433-22,,
239,C3N-03433-24,,
240,C3N-03456-21,,
241,C3N-03457-22,,
242,C3N-03457-23,,
243,C3N-03458-21,,
244,C3N-03458-24,,
245,C3N-03487-21,,
246,C3N-03487-22,,
247,C3N-03487-23,,
248,C3N-03487-26,,
249,C3N-03490-21,,
250,C3N-03490-22,,
251,C3N-03490-23,,
252,C3N-03490-26,,
253,C3N-03612-21,,
254,C3N-03612-22,,
255,C3N-03612-23,,
256,C3N-03612-26,,
257,C3N-03619-21,,
258,C3N-03619-22,,
259,C3N-03619-23,,
260,C3N-03619-26,,
261,C3N-03664-21,,
262,C3N-03664-22,,
263,C3N-03664-23,,
264,C3N-03664-26,,
265,C3N-03781-21,,
266,C3N-03781-24,,
267,C3N-03782-21,,
268,C3N-03782-22,,
269,C3N-03783-21,,
270,C3N-03783-23,,
271,C3N-03837-21,,
272,C3N-03837-22,,
273,C3N-03837-23,,
274,C3N-03841-21,,
275,C3N-03841-22,,
276,C3N-03841-23,,
277,C3N-03849-21,,
278,C3N-03849-22,,
279,C3N-03849-23,,
280,C3N-03878-21,,
281,C3N-03878-22,,
282,C3N-03878-23,,
283,C3N-03888-21,,
284,C3N-03888-22,,
285,C3N-03888-23,,
286,C3N-03888-26,,
287,C3N-03889-21,,
288,C3N-03889-22,,
289,C3N-03889-23,,
290,C3N-03889-26,,
291,C3N-03933-21,,
292,C3N-03933-22,,
293,C3N-03933-23,,
294,C3N-03933-26,,
295,C3N-04151-21,,
296,C3N-04151-22,,
297,C3N-04151-23,,
298,C3N-04151-26,,
299,C3N-04152-21,,
300,C3N-04152-22,,
301,C3N-04152-23,,
302,C3N-04152-26,,
303,C3N-04273-21,,
304,C3N-04273-23,,
305,C3N-04273-25,,
306,C3N-04275-24,,
307,C3N-04275-25,,
308,C3N-04276-21,,
309,C3N-04276-26,,
310,C3N-04277-22,,
311,C3N-04277-24,,
312,C3N-04278-21,,
313,C3N-04278-25,,
314,C3N-04611-21,,
315,C3N-04611-22,,
316,C3N-04611-23,,
317,C3N-04611-26,,
