,train,val,test
116,C3N-00829-21,,
117,C3N-00829-22,,
118,C3N-00829-23,,
119,C3N-00829-24,,
120,C3N-00829-25,,
121,C3N-00846-21,,
122,C3N-00846-22,,
123,C3N-00846-23,,
124,C3N-00846-26,,
125,C3N-00857-21,,
126,C3N-00857-22,,
127,C3N-00857-25,,
128,C3N-00871-21,,
129,C3N-00871-22,,
130,C3N-00871-25,,
131,C3N-01337-24,,
132,C3N-01337-25,,
133,C3N-01337-26,,
134,C3N-01338-21,,
135,C3N-01338-22,,
136,C3N-01338-25,,
137,C3N-01340-21,,
138,C3N-01340-22,,
139,C3N-01340-24,,
140,C3N-01643-23,,
141,C3N-01643-24,,
142,C3N-01645-22,,
143,C3N-01645-23,,
144,C3N-01645-25,,
145,C3N-01752-21,,
146,C3N-01752-22,,
147,C3N-01754-21,,
148,C3N-01754-22,,
149,C3N-01754-23,,
150,C3N-01754-24,,
151,C3N-01754-25,,
152,C3N-01756-21,,
153,C3N-01756-25,,
154,C3N-01757-21,,
155,C3N-01757-22,,
156,C3N-01757-23,,
157,C3N-01757-24,,
158,C3N-01757-25,,
159,C3N-01758-21,,
160,C3N-01758-22,,
161,C3N-01758-23,,
162,C3N-01758-24,,
163,C3N-01858-21,,
164,C3N-01858-22,,
165,C3N-01858-25,,
166,C3N-01859-21,,
167,C3N-01859-24,,
168,C3N-01944-21,,
169,C3N-01944-24,,
170,C3N-01945-21,,
171,C3N-01945-24,,
172,C3N-01945-25,,
173,C3N-01946-21,,
174,C3N-01946-24,,
175,C3N-01947-22,,
176,C3N-01947-25,,
177,C3N-01948-21,,
178,C3N-01948-23,,
179,C3N-01948-24,,
180,C3N-02279-21,,
181,C3N-02279-25,,
182,C3N-02333-21,,
183,C3N-02333-22,,
184,C3N-02333-23,,
185,C3N-02333-26,,
186,C3N-02693-21,,
187,C3N-02693-26,,
188,C3N-02695-21,,
189,C3N-02695-22,,
190,C3N-02695-24,,
191,C3N-02700-21,,
192,C3N-02700-22,,
193,C3N-02700-23,,
194,C3N-02700-26,,
195,C3N-02713-21,,
196,C3N-02713-22,,
197,C3N-02713-23,,
198,C3N-02713-26,,
199,C3N-02714-21,,
200,C3N-02714-22,,
201,C3N-02714-23,,
202,C3N-02714-26,,
203,C3N-02716-21,,
204,C3N-02716-22,,
205,C3N-02716-23,,
206,C3N-02727-21,,
207,C3N-02727-22,,
208,C3N-02727-23,,
209,C3N-02727-26,,
210,C3N-02730-21,,
211,C3N-02730-22,,
212,C3N-02730-23,,
213,C3N-03008-21,,
214,C3N-03008-23,,
215,C3N-03011-21,,
216,C3N-03011-22,,
217,C3N-03011-23,,
218,C3N-03011-24,,
219,C3N-03012-21,,
220,C3N-03012-25,,
221,C3N-03013-21,,
222,C3N-03013-23,,
223,C3N-03027-21,,
224,C3N-03027-23,,
225,C3N-03028-21,,
226,C3N-03028-24,,
227,C3N-03042-21,,
228,C3N-03042-22,,
229,C3N-03042-23,,
230,C3N-03042-24,,
231,C3N-03042-25,,
232,C3N-03042-26,,
233,C3N-03045-21,,
234,C3N-03045-22,,
235,C3N-03226-21,,
236,C3N-03226-22,,
237,C3N-03226-23,,
238,C3N-03226-26,,
239,C3N-03433-22,,
240,C3N-03433-24,,
241,C3N-03456-21,,
242,C3N-03457-22,,
243,C3N-03457-23,,
244,C3N-03458-21,,
245,C3N-03458-24,,
246,C3N-03487-21,,
247,C3N-03487-22,,
248,C3N-03487-23,,
249,C3N-03487-26,,
250,C3N-03490-21,,
251,C3N-03490-22,,
252,C3N-03490-23,,
253,C3N-03490-26,,
254,C3N-03612-21,,
255,C3N-03612-22,,
256,C3N-03612-23,,
257,C3N-03612-26,,
258,C3N-03620-21,,
259,C3N-03620-22,,
260,C3N-03620-23,,
261,C3N-03620-26,,
262,C3N-03664-21,,
263,C3N-03664-22,,
264,C3N-03664-23,,
265,C3N-03664-26,,
266,C3N-03781-21,,
267,C3N-03781-24,,
268,C3N-03782-21,,
269,C3N-03782-22,,
270,C3N-03783-21,,
271,C3N-03783-23,,
272,C3N-03837-21,,
273,C3N-03837-22,,
274,C3N-03837-23,,
275,C3N-03841-21,,
276,C3N-03841-22,,
277,C3N-03841-23,,
278,C3N-03849-21,,
279,C3N-03849-22,,
280,C3N-03849-23,,
281,C3N-03876-21,,
282,C3N-03876-22,,
283,C3N-03876-23,,
284,C3N-03878-21,,
285,C3N-03878-22,,
286,C3N-03878-23,,
287,C3N-03888-21,,
288,C3N-03888-22,,
289,C3N-03888-23,,
290,C3N-03888-26,,
291,C3N-04152-21,,
292,C3N-04152-22,,
293,C3N-04152-23,,
294,C3N-04152-26,,
295,C3N-04153-21,,
296,C3N-04153-22,,
297,C3N-04153-23,,
298,C3N-04153-26,,
299,C3N-04273-21,,
300,C3N-04273-23,,
301,C3N-04273-25,,
302,C3N-04275-24,,
303,C3N-04275-25,,
304,C3N-04277-22,,
305,C3N-04277-24,,
306,C3N-04279-21,,
307,C3N-04279-25,,
308,C3N-04280-23,,
309,C3N-04611-21,,
310,C3N-04611-22,,
311,C3N-04611-23,,
312,C3N-04611-26,,
